entry_time,direction,pnl,classification,candidate_entry_time,candidate_direction,candidate_pnl,source_exit_time,candidate_exit_time,source_entry_price,candidate_entry_price,source_exit_price,candidate_exit_price,source_exit_reason,candidate_exit_reason,entry_bar_delta,note
2021-07-21T00:15:00,long,107.0,near_match_entry_shift,2021-07-21T00:00:00,long,135.5,2021-07-21T11:15:00,2021-07-21T11:15:00,14665.5,14651.25,14719.0,14719.0,long_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2021-07-23T05:30:00,long,66.5,near_match_entry_shift,2021-07-23T05:15:00,long,93.5,2021-07-23T20:15:00,2021-07-23T20:15:00,14958.75,14945.25,14992.0,14992.0,long_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2021-08-16T23:15:00,short,-74.5,near_match_entry_shift,2021-08-16T23:00:00,short,17.5,2021-08-17T02:00:00,2021-08-17T02:00:00,14985.75,15031.75,15023.0,15023.0,short_atr_stop,opposite_10,-1,same_side_trade_within_1_bar
2021-08-17T05:00:00,long,-40.0,near_match_price_diff,2021-08-17T04:30:00,long,-6.5,2021-08-17T09:30:00,2021-08-17T09:30:00,15134.0,15117.25,15114.0,15114.0,long_exit_opposite_10,opposite_10,-2,same_side_trade_within_5_bars_but_price_diff
2021-09-09T00:00:00,short,-99.0,near_match_entry_shift,2021-09-08T23:45:00,short,-69.5,2021-09-09T01:30:00,2021-09-09T01:30:00,15550.25,15565.0,15599.75,15599.75,short_atr_stop,atr_stop,-1,same_side_trade_within_1_bar
2021-09-27T18:45:00,short,155.0,near_match_entry_shift,2021-09-27T18:30:00,short,209.5,2021-09-28T03:15:00,2021-09-28T03:15:00,15285.25,15312.5,15207.75,15207.75,short_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2021-10-07T03:15:00,long,227.5,near_match_price_diff,2021-10-07T02:45:00,long,302.5,2021-10-07T14:00:00,2021-10-07T14:00:00,14730.0,14692.5,14843.75,14843.75,long_exit_opposite_10,opposite_10,-2,same_side_trade_within_5_bars_but_price_diff
2021-10-12T09:15:00,short,3.0,no_near_match,,,,2021-10-12T14:15:00,,14654.75,,14653.25,,short_exit_opposite_10,,,no_same_side_trade_within_5_bars
2021-11-11T04:45:00,short,-145.5,near_match_entry_shift,2021-11-11T04:30:00,short,-154.0,2021-11-11T06:00:00,2021-11-11T09:15:00,15905.75,15937.75,15978.5,16014.75,short_atr_stop,opposite_10,-1,same_side_trade_within_1_bar
2021-11-12T23:45:00,short,-42.5,side_conflict,,,,2021-11-13T00:15:00,,16025.25,,16046.5,,short_atr_stop,,2,opposite_side_within_5_bars
2021-11-13T01:15:00,long,147.0,near_match_entry_shift,2021-11-13T01:00:00,long,213.0,2021-11-15T12:15:00,2021-11-15T12:15:00,16141.25,16108.25,16214.75,16214.75,long_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
2021-11-30T02:00:00,long,98.5,near_match_entry_shift,2021-11-30T01:45:00,long,118.5,2021-11-30T11:30:00,2021-11-30T11:30:00,16353.75,16343.75,16403.0,16403.0,long_exit_opposite_10,opposite_10,-1,same_side_trade_within_1_bar
